utterance,speaker,context,context_speakers,show,sarcasm
"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",RACHEL,"['You owe me 20 bucks.', 'Thank you. Thank you so much!', ""Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.""]","['MONICA', 'RACHEL', 'MONICA']",FRIENDS,False
I don't think so. Hello?  When you get in there,ROSS,"[""Y'know, y'know I'm lookin' and I don't think anyone's home here. I say we just break the window, crawl through, and-and y'know explain later. Yeah?"", ""Really? No one's home?""]","['ROSS', 'JOEY']",FRIENDS,False
You had no relationship!!,MONICA,"['I just saw Danny getting on the subway with a girl and he had his arm around her.', ""Oh, honey, I'm sorry."", 'Well, you should be, this is all your fault! You meddled in our relationship!!']","['RACHEL', 'MONICA', 'RACHEL']",FRIENDS,False
It was like months ago.,RACHEL,"[""Oh, that's Ross's."", 'Oh...  Oh my God. He remembered.', 'Remembered what?']","['CHANDLER', 'RACHEL', 'PHOEBE']",FRIENDS,False
I can show you an ID if you want?,PERSON,"['Um-hmm. Oh wait! This is Bonnie.', 'Hi!', ""This is Bonnie?  This is Bonnie?  You're Bonnie?""]","['PHOEBE', 'PERSON', 'RACHEL']",FRIENDS,True
"I do not always have to be,okay, okay.",ROSS,"[""No you do,y'know what, you're not gonna suck me into this."", 'Oh sure I am, because you always have to be right.']","['ROSS', 'RACHEL']",FRIENDS,False
Wow! Imagine what our kids would look like!,MONICA,"['You guys make a', 'Yeah, we look great together.', 'Okay.']","['PHOEBE', 'JOEY', 'CHANDLER']",FRIENDS,False
"I'd love to show ya, but I just tucked her in.",JOEY,"['Hi Joey.', ""Hey! How you doin'?"", 'He has the most amazing Porsche under there!']","['PERSON', 'JOEY', 'PERSON']",FRIENDS,False
I can't believe it.  Can I tell you something? I'm a little mad at him now.,ROSS,"['No! He blew us off!', 'What?!', 'I know!']","['JOEY', 'ROSS', 'JOEY']",FRIENDS,False
"So, I'm sorry I just don't think we should go away together yet.",ROSS,"['spring vacation.', 'spring vacation.', 'Oh good.', ""Look, I ..   Look, I'm having a great time with you and I just don't want us to move to fast or put to much pressure on us.""]","['PERSON', 'ROSS', 'PERSON', 'ROSS']",FRIENDS,False
And protected them from a tornado?,CHANDLER,"['How do you feel?', ""Well, let's just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours."", 'Okay, so I']","['PHOEBE', 'CHANDLER', 'PHOEBE']",FRIENDS,True
When are you coming home?,PERSON,"['Well, the biggest news is still you dumping Barry at the altar!', ""Alright. Let's talk reality for a second."", 'Okay.']","['PERSON', 'PERSON', 'RACHEL']",FRIENDS,False
"See, there you go, the cleansing works!",PHOEBE,"['So, um, will you bring the truck?', ""I'll even let you ring the bell."", 'Oh, my god.']","['MONICA', 'PERSON', 'RACHEL']",FRIENDS,False
"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",PERSON,"[""No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie."", ""Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie."", 'What? Whoa, whoa whoa whoa, what do you mean,']","['ROSS', 'PERSON', 'ROSS']",FRIENDS,False
"Oh yeah. First off all, chasing the Churo guy isn't jogging.",CHANDLER,"[""Oh, y'know the same thing happened to me one time."", 'When did that happen to you?!', ""Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture,I didn't have my camera!""]","['JOEY', 'CHANDLER', 'JOEY']",FRIENDS,False
"Well, I'd gotten Judy pregnant. I still don't know how that happened.",PERSON,"['I remember when we first got engaged.', ""Oh, I don't think I ever heard that story.""]","['PERSON', 'CHANDLER']",FRIENDS,True
Was it not pain-free?,PHOEBE,"['Did that!', ""Grasp one of the linen strips by its  'easy grab tab' and pull it off in one quick pain free motion."", 'Okay.  Ow!!!!! Ow-oh-oh!']","['MONICA', 'PHOEBE', 'MONICA']",FRIENDS,True
No!,MONICA,"['One, two, three, four! You know the song! Sing along! So?']",['ROSS'],FRIENDS,False
"Oh, you say someone's name enough, they turn around.",PHOEBE,"['David who?', 'David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!', 'Oh my God!']","['MONICA', 'PHOEBE', 'CHANDLER']",FRIENDS,True
"And it came out, ""Squatternut buash?""",JOEY,"['Hey, I wasn\'t the only one who looked like an idiot. All right? Remember when Ross tried to say, ""Butternut squash?""']",['JOEY'],FRIENDS,False
"I didn't know you and Carol were getting divorced, I'm sorry.",CHANDLER,"['Honey, you remember my boss Doug right?', 'Yes, hi.', 'Hi. So good news, the divorce is final. I signed the papers this A.M.']","['CHANDLER', 'MONICA', 'PERSON']",FRIENDS,False
"Uh, listen, I need that broiling pan that Joey borrowed the other day.",MONICA,"['How many times have I told you guys, you', 'Hi Chandler.', 'Hey!']","['CHANDLER', 'MONICA', 'CHANDLER']",FRIENDS,False
"Me too! There's a game on Tuesday, do you wanna go?",JOEY,"[""It's Jake."", 'Joey. Hey Jake, do you like the Knicks?', 'Yeah, big fan.']","['PERSON', 'JOEY', 'PERSON']",FRIENDS,False
Uh-huh!,PHOEBE,"[""Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again. And-and I promise, I won't touch a guitar until you say I'm ready. You really think I'm ready?""]",['JOEY'],FRIENDS,False
"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",CHANDLER,"['Yes. Yes, thanks for letting me use your phone... and for saving my life.', 'Well, goodbye Chandler. I had a great blackout.  See ya.', ""Hi, um, I'm account number 7143457.""]","['CHANDLER', 'PERSON', 'CHANDLER']",FRIENDS,False
"Oh, no, no. I just meant hypothetically.",CHANDLER,"[""I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?"", ""Why won't I be married when I'm 40?""]","['CHANDLER', 'MONICA']",FRIENDS,False
"Well, I like it. Here you go.",JOEY,"[""We've got uh, scarves, tulip post cards..."", ""Check this out? Huh?  Yeah. That's the stuff. What do you think?"", 'Well, I don\'t have to buy that, ""I\'m with stupid"" T-shirt anymore.']","['PERSON', 'JOEY', 'CHANDLER']",FRIENDS,False
"Whoa, whoa, whoa.",PERSON,"['What?', ""Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. And y'know what, I get excited about stupid stuff, like when I my""]","['PERSON', 'MONICA']",FRIENDS,False
Okay?,PHOEBE,"[""Okay, here's what we're gonna do. Okay, I'm gonna break into this mini-van and put it in neutral. You guys push it forward so Ross can drive out of his spot.""]",['PHOEBE'],FRIENDS,False
"You and I, we're interfacing.",ROSS,"['So theoretically we could download our thoughts and our memories into this computer... ...', 'and live forever as a machine!', ""That's so Janine, you-you-you know what, do you know we're doing right now?""]","['ROSS', 'PERSON', 'ROSS']",FRIENDS,False
"Alright, I'm gonna go pick up a few things for the trip.",MONICA,"[""Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion."", 'See?', 'Yeah, that\'s the same as ""it has something to do with wind"".']","['PERSON', 'MONICA', 'CHANDLER']",FRIENDS,False
So now I have to go so he'll think that I'm totally ok with seeing him!,PHOEBE,"['And she was like ""Oh, don\'t worry! I asked him. He\'s totally ok with seeing you!"".']",['PHOEBE'],FRIENDS,True
And did he?,MONICA,"[""We couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck."", ""Okay, stop it Phoebe, you're getting me all tingly."", 'All I could think of was y\'know, ""Is he gonna kiss me? Is he gonna kiss me?""']","['PHOEBE', 'MONICA', 'PHOEBE']",FRIENDS,False
You're gonna have to tell me how you did that.,RACHEL,"[""Oh good, you're here. Yeah, and I was worried that it was going to be uncomfortable."", ""I know Mona, just hear me out. First of all, I'm so sorry about my father yelling at you, but I heard you totally held your own.""]","['PERSON', 'RACHEL']",FRIENDS,False
All right.,ROSS,"[""Okay. Let's use this brush."", 'Okay. This stuff?', 'Yeah.']","['RACHEL', 'ROSS', 'RACHEL']",FRIENDS,False
No,PHOEBE,"['No, no!', 'Give it to me!', ""You can't have it."", 'Give it to me!']","['PHOEBE', 'MONICA', 'PHOEBE', 'MONICA']",FRIENDS,False
"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",CHANDLER,"[""Umm, listen there's something I think you should know."", 'Oh, is this about you-you dating the nurse? Yeah, Joey already told me, and I am so-so fine.']","['MONICA', 'CHANDLER']",FRIENDS,True
"Uh-huh, well! But umm, still I'm-I'm mad at you.",PHOEBE,"['I knew it, wow!!', 'Wait-wait-wait, wait! Puppies. Cute or ugly?', 'Ohh, so cute.']","['PERSON', 'PHOEBE', 'PERSON']",FRIENDS,False
"Okay, are you aware unagi  is an eel?",CHANDLER,"['Chandler. I sensed it was you.', 'What?!', ""Unagi. I'm always aware.""]","['ROSS', 'CHANDLER', 'ROSS']",FRIENDS,True
Paper cut!,CHANDLER,"[""I can't figure this out! It's so hard! Should I get her a  Tiffany cut or a Princess cut or a,ah-ah!""]",['CHANDLER'],FRIENDS,False
"Just a sec, give me a minute to wake up for this,Ah-ha-ha!!",CHANDLER,"['What?', 'The ring is gone!', 'Ugh.']","['CHANDLER', 'JOEY', 'CHANDLER']",FRIENDS,False
"Uh, Rachel's here, so good luck man, let me know how it works out.",JOEY,"[""Well, I'm just,if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"", 'Joey, do you have a minute?', 'Dude, what am I gonna']","['JOEY', 'RACHEL', 'ROSS']",FRIENDS,True
"All right, okay, well, apparently not!",PHOEBE,"[""So you like the drums! That's, that's great! Y'know, I was worried, that, you know, they would maybe an unbearable living situation.""]",['PHOEBE'],FRIENDS,True
"That's easy for you to say, you weren't almost just killed.",RACHEL,"['Yes! And he said really mean things that were only partly true.', ""I'm gonna go down there and teach that guy a lesson."", ""Joey, please don't do that. I think it's best that we just forget about it.""]","['RACHEL', 'JOEY', 'MONICA']",FRIENDS,True
I don't think you could ever do that.,PHOEBE,"[""There is nothing wrong with Jake! Okay? He is all man! I'm thinking even more than you."", 'Oh yeah, he looked like a real lumberjack in those pink lacys.', ""I'm just saying that only a man completely secure with his masculinity could walk around in women's underwear!""]","['PHOEBE', 'JOEY', 'PHOEBE']",FRIENDS,False
"Yes, I know, but her friend sounds like such a...",CHANDLER,"['Oh, uh, listen, about tonight...', ""No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend.""]","['JOEY', 'CHANDLER']",FRIENDS,False
Chandler?,PHOEBE,"['Yeah! Now, why do you want to kill yourself?', ""It's just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!""]","['PHOEBE', 'PERSON']",FRIENDS,False
"Uh, I'm gonna kill myself!",PERSON,"[""I've been talking to you for five minutes now about killing myself and no one's even looked up from their desk. Hang-hang on. Hey everybody!""]",['PERSON'],FRIENDS,False
"Thanks, but I kinda have a problem to deal with here.",JOEY,"[""I didn't know he could get me fired! What am I going to do?"", ""Well y'know Joey, you're a pretty charming guy.""]","['JOEY', 'MONICA']",FRIENDS,False
Yeah!,PHOEBE,"['Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!', 'No-no, let me in!', 'Phoebe?']","['MONICA', 'PHOEBE', 'MONICA']",FRIENDS,False
Hey! It's starting to snow.,ROSS,"[""No! You let go! How come it's always us left in the field holding the ball?"", ""I don't know. I guess the other people just don't care enough.""]","['ROSS', 'MONICA']",FRIENDS,False
"Look, please, please don't go anywhere, okay?",PERSON1,"[""Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer."", ""Oh God... I'll be right there, Bernice.""]","['PERSON2', 'PERSON1']",FRIENDS,False
"He's right, even if it's to say something complementary.",ROSS,"['Oh.', ""Please, right now, no, every time I see him it's like  'Is it on the lose?'  'Is it watching me?'"", ""We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.""]","['ROSS', 'PHOEBE', 'CHANDLER']",FRIENDS,False
"Hey, does somebody wanna hand me one of those tiles.",JOEY,"['Have you seen Joey?', ""What's the matter?"", ""Oh, just this!  Y'know what it's my fault really, because the couch is usually where we""]","['CHANDLER', 'MONICA', 'CHANDLER']",FRIENDS,False
"Chloe, switch with me, there's some guys here that got a crush on you.",PERSON,"['Can I help you?', 'Uh-oh.', ""Uh, y'know what, we're having second thoughts about our copying needs. And we'll need a little more time to think about it.""]","['PERSON', 'CHANDLER', 'JOEY']",FRIENDS,False
I'm the supply manager.,PERSON,"['Okay, I can do that! Oh, by the way,', ""I Why don't we do a trial run."", 'Oh okay. Umm, all right.  Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please?']","['PHOEBE', 'PERSON', 'PHOEBE']",FRIENDS,False
What did you want to show us? Because all I can see is this bitchin van,ROSS,"['Come on, no peeking!', ""Our eyes are closed and we're about to cross the street. Very good."", 'Okayyyyy, open up!']","['PHOEBE', 'CHANDLER', 'PHOEBE']",FRIENDS,False
You still love me?,ROSS,"[""All right! Ross, do you think it's easy for me to see you with somebody else?"", ""Y'know, hey! You're the one who ended it, remember?"", 'Yeah, because I was']","['RACHEL', 'ROSS', 'RACHEL']",FRIENDS,False
No! I'm so happy for them!,RACHEL,"[""I know, they're gonna be"", 'Ohh ..   I mean two best friends falling in love, how often does that happen?', 'Not']","['PHOEBE', 'RACHEL', 'PHOEBE']",FRIENDS,False
"Look I never should have kissed your girlfriend, but I'm",CHANDLER,"[""Hey, it's me. I know you can't stand to be in the same room as me, so I just thought I'd try and apologize over the phone."", 'Hello.']","['CHANDLER', 'JOEY']",FRIENDS,False
Lovely,CHANDLER,"['No.', 'How long have we been home?', 'About a half an hour.']","['MONICA', 'CHANDLER', 'MONICA']",FRIENDS,True
"Well ah, I've been doing a lot of thinking, and I look at my life",PERSON,"['Ooh, nice.', 'So ah, there was this thing I wanted to talk to you about.', 'Oh, right! I completely forgot about that.']","['MONICA', 'PERSON', 'MONICA']",FRIENDS,False
I'm the ruptured spleen.,CHANDLER,"['Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.', 'Yeah I know, guess who beeped him?', 'What?!']","['MONICA', 'CHANDLER', 'MONICA']",FRIENDS,False
Why?,PHOEBE,"['Welcome back!', 'Hey!  Can we pick up where we left off?', ""I don't know, I'm still pretty tired out from this afternoon.""]","['PERSON', 'PHOEBE', 'PERSON']",FRIENDS,False
"Oh-oh, that's a risky little game!",RACHEL,"['Oh!', 'Oh God', 'Now you know how you really feel about it.']","['RACHEL', 'MONICA', 'PHOEBE']",FRIENDS,False
"Oh, come on!",PHOEBE,"['When did I say you were boring?!', 'Oh my God, I remember now! We were playing chess!', 'Phoebe! You and I have']","['ROSS', 'PHOEBE', 'ROSS']",FRIENDS,False
"Cause all I ever get to do now is pregnant stuff, it just bums me out.",PHOEBE,"[""All right, y'know what, we've been talking about London too much haven't we?"", ""I'm sorry. It's just 'cause I couldn't be there.""]","['CHANDLER', 'PHOEBE']",FRIENDS,False
Hey.,PERSON,"['Okay.', 'Listen uh, could you put Kathy on, I wanna apologize.', 'Oh yeah man.  Joey.']","['CHANDLER', 'JOEY', 'CHANDLER']",FRIENDS,False
"This-this, no, oh no, no-no-no, this is not,that's-that's not what it is.",RACHEL,"[""Ohh! It's so nice to meet you.  Hello. Hello."", 'Well, Joshua, that 500 was for groceries.', 'What?']","['RACHEL', 'PERSON', 'RACHEL']",FRIENDS,False
"Whoa, maybe I was!",JOEY,"[""Very life-like and funny. Okay. Oh no-no-no, I wasn't waving at you lady.""]",['JOEY'],FRIENDS,False
"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",CHANDLER,"[""Ahh! Aren't you dressed yet?"", 'Am I naked again?!', ""We're supposed to meet my parents in 15 minutes.""]","['MONICA', 'CHANDLER', 'MONICA']",FRIENDS,True
"Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.",PHOEBE,"[""Oh, I'll go out and get you some."", 'Really?!', ""Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go?""]","['CHANDLER', 'MONICA', 'CHANDLER']",FRIENDS,False
"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",CHANDLER,"[""I know, it is isn't it?"", 'No, I mean it, this feels really good. Is it a hundred percent cotton?', 'Yeah! And I got it on sale, too.']","['MONICA', 'CHANDLER', 'MONICA']",FRIENDS,False
"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",CHANDLER,"[""Okay, Mr. Heckles, we'll try to keep it down."", ""Thank you. I'm going to rejoin my dinner party."", 'All right, bye-bye.']","['MONICA', 'PERSON', 'RACHEL']",FRIENDS,False
That oughta do it.,PHOEBE,"[""Where's Chandler?"", 'Oh, he needed some time to grieve.', ""I'm free! I'm free!""]","['RACHEL', 'PHOEBE', 'CHANDLER']",FRIENDS,False
Hey.,JOEY,"[""Where'd you get fruit at four in the morning?"", ""Went down to the docks. Bet ya didn't know you could get it wholesale."", ""I didn't know there were docks.""]","['ROSS', 'MONICA', 'RACHEL']",FRIENDS,False
All right I'll have one.,CHANDLER,"[""I will have one. Okay, I'm not gonna have one."", ""No, no, it's just my tooth.""]","['CHANDLER', 'PHOEBE']",FRIENDS,True
"Ross umm, there's something that I've got to tell you, there's-there's someone else.",PERSON,"['It was dreadful. I felt terrible about how I acted when you said those wonderful things.', ""No, no, that-that, that's all right. Umm, I'm just glad you called.""]","['PERSON', 'ROSS']",FRIENDS,False
"Yeah, I mean, it would be rude to them for us to leave now.",CHANDLER,"[""Yeah, I know, it's my birthday. We all should be here."", ""So, let's go."", 'Well maybe, you know, maybe we should stay for one song.']","['ROSS', 'CHANDLER', 'ROSS']",FRIENDS,True
"Twenty-one hours, you're a hero.",PERSON,"[""Y'know what I think it is? I think you've made such a nice home for her over the last nine months that she just doesn't want to leave."", 'Oh. Look at you making up crap for me. Oh God!']","['ROSS', 'RACHEL']",FRIENDS,False
"No, I know, but I,he just went on.",RACHEL,"['May I see your boarding pass?', ""Oh, no, no, I don't have one. I just need to talk to my friend."", ""Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.""]","['RACHEL', 'PERSON', 'RACHEL']",FRIENDS,False
"Okay, now much have you won so far?",CHANDLER,"['Well, what did you have?', ""It doesn't matter because nothing beats a three and a six. That my friend is D-Cup.""]","['JOEY', 'CHANDLER']",FRIENDS,False
It's my friends.,PHOEBE,"['Nothing, nothing.', ""Aaaah, what's wrong, c'mon."", ""It's, I mean, it's nothing, I'm fine.""]","['PERSON', 'PHOEBE', 'PERSON']",FRIENDS,False
No!! You have been screwing us all day!,MONICA,"[""Oh you've got to be kidding me."", 'What?', 'As a wedding gift to you, the hotel would like to give you the honeymoon suite.']","['CHANDLER', 'MONICA', 'PERSON']",FRIENDS,False
"I did not mean to touch that,I mean",RACHEL,"[""Okay, well then how about a handshake? Oh God I'm sorry! Oh God, I'm sorry!""]",['RACHEL'],FRIENDS,False
I'm supposed to teach a graduate seminar there in ten minutes.,ROSS,"[""Okay, that-that's all for today. Oh, uh does anyone know where the Freeman building is?"", ""Yeah, it's the new building on Avenue A.""]","['ROSS', 'PERSON']",FRIENDS,False
I was thkinking about maybe going into the Robot.,ROSS,"[""Hey, you haven't been practising the routine have you?"", 'No!']","['MONICA', 'ROSS']",FRIENDS,False
Oh well. It probably would've been the most constructive solution.,ROSS,"[""No, come on don't start. Ouch!"", 'What?', 'Stupid balls are in the way.']","['ROSS', 'PERSON', 'ROSS']",FRIENDS,False
"Nothing. It's just old and dingy, that's all.",JOEY,"['Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?""]","['JOEY', 'MONICA']",FRIENDS,False
Yeah?,PHOEBE,"['Hi!', 'Hey!', 'Uh, Pheebs, about your mom...']","['PHOEBE', 'JOEY', 'JOEY']",FRIENDS,False
Uh-huh!,JOEY,"[""I've had better."", 'Okay! When?!', 'All right! All right! It was the best nap ever!']","['ROSS', 'JOEY', 'ROSS']",FRIENDS,False
The end.,PHOEBE,"['Oh, but he was my pig man...how did I not see this?', ""Oh! I know! It's because... he's gorgeous, and he's charming, and when he looks at you..."", 'Ok, Ok, Pheebs...']","['RACHEL', 'PHOEBE', 'RACHEL']",FRIENDS,False
"Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.",PERSON,"[""It has umm, three beautiful bedrooms and ah, no baths. But y'know, the ocean is right there."", 'Knock, knock, knock.']","['PERSON', 'PHOEBE']",FRIENDS,False
Pheebs?,CHANDLER,"[""I can't take it anymore. So you win, okay? Here!""]",['CHANDLER'],FRIENDS,False
"Yeah. Yeah, that's what you need a good .. pill.",PHOEBE,"['Yeah.', ""I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something.""]","['PHOEBE', 'RACHEL']",FRIENDS,True
Hey!,JOEY,"[""Well, Joshua's coming in tomorrow and since I don't have the guts to ask him out, I'm going to sell him a coat and put this note in the pocket."", 'Oh yeah? Joshua, give me a call sometime, guys like you never go out of style.']","['RACHEL', 'CHANDLER']",FRIENDS,False
"Can't do it, can you?",ROSS,"[""I can't believe you'd rather go out with him than me."", ""Would you excuse me, please? I'm trying to have a date here."", 'Fine, just stop thinking about me.']","['ROSS', 'RACHEL', 'ROSS']",FRIENDS,False
"Yeah, she's fired.",ROSS,"['Was it my work? Were they mad? Was it Jack? Did he yell?!', 'J-j-just relax, nobody yelled. Jack just was calling to make sure that you were feeling better.', 'Thank God.']","['PHOEBE', 'ROSS', 'PHOEBE']",FRIENDS,False
"Nope. Op, wait! There he goes.",JOEY,"['And you can see me! Same as yesterday, same as the day before.', 'Is he doing his shark attack bit yet?']","['JOEY', 'MONICA']",FRIENDS,False
"Hey, do you know a six-letter word for red?",CHANDLER,"['Hey! Hey! What are you guys doing up?', 'Oh, we wanted to finish the crossword before we went to bed.']","['JOEY', 'CHANDLER']",FRIENDS,False
Okay?,JOEY,"[""I don't know. But hey, I know we can decide. Okay, I'm gonna ask you questions and you answer real quick.""]",['JOEY'],FRIENDS,False
I know but it's so hard! Nothing rhymes with your stupid name!,PHOEBE,"[""Pheebs, that's great!"", 'Oh, yay!', ""But y'know umm, Rachel doesn't rhyme with draddle.""]","['RACHEL', 'PHOEBE', 'RACHEL']",FRIENDS,False
Take a couple deep breaths.,JOEY,"['Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight.']",['JOEY'],FRIENDS,False
"No no, you don't have to fly back, really.",MONICA,"[""Yeah, Ross is great. He's uh, he's in a whole other place. No, he's gone.""]",['MONICA'],FRIENDS,False
What?,PHOEBE,"['Oh, I mean she\'s gonna be at the wedding waiting for him and people will be whispering, ""Oh that poor girl."" Then she\'ll have to come back here and live all alone.', 'Oh my God!']","['RACHEL', 'PHOEBE']",FRIENDS,False
Okay?,PHOEBE,"[""Listen, I'm sorry about that whole thing with Roger. It really wasn't right, and I, and I want to make it up to you, so umm, I brought you something that I think you'll really enjoy. Now, this is just a loan.""]",['PHOEBE'],FRIENDS,False
"Hi, Joey. Well well, look what you brought. Very nice.",PERSON,"[""Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess.""]",['CHANDLER'],FRIENDS,False
What was that?!,RACHEL,"['Rachel is one of my closest friends. Although, being the only one who knows anything about this does makes me feel special. Okay!', 'Okay, stop-stop! Phoebe?!', 'Hey Rach!']","['PHOEBE', 'RACHEL', 'PHOEBE']",FRIENDS,False
Yeah?,PHOEBE,"['Uh, okay, Pheebs?', 'Yeah?', ""Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out?""]","['JOEY', 'PHOEBE', 'JOEY']",FRIENDS,False
"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",ROSS,"[""It's one more thing in my life that's suddenly completely different. This is hard."", 'Yeah I know.']","['RACHEL', 'ROSS']",FRIENDS,False
That is the coast guard!,RACHEL,"[""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""]",['JOEY'],FRIENDS,False
"Ah well, this is the living room.",PERSON1,"[""Really?! Well, it's just like everyone else's apartment. It's got rooms, walls, and ceilings."", 'Well, I just wanted to see where you lived. Now, give me the tour.', 'Oh my God! Oh my God!']","['PERSON1', 'PERSON2', 'MONICA']",FRIENDS,False
"Oh, hey, look, I found coffee! Okay, let's skedaddle.",PHOEBE,"['Okay, let me just get a cup of coffee.', ""Oh Rachel, I know the best coffee house and it's sooo close."", 'Closer than here?']","['RACHEL', 'MONICA', 'RACHEL']",FRIENDS,False
"I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?",PERSON1,"['Your mom called me. So is this her?', 'No, this is a loaner.', ""I'm sorry you had to do this by yourself.""]","['PERSON2', 'PERSON1', 'PERSON2']",FRIENDS,False
I just called a friend of mine.,PERSON,"[""I know. I know. I panicked, I panicked. I didn't want him to start yelling at me like I was some '74 Latour."", ""It's Lafite. The '74 Latour is actually drinking quite nicely."", ""All right here he comes. I'm gonna do this, I'm gonna tell him, I'm gonna be strong.""]","['RACHEL', 'PHOEBE', 'RACHEL']",FRIENDS,False
"Even if people are on it!""",RACHEL,"['You know what else I\'m not gonna miss? ""I\'m Monica. I wash the toilet 17 times a day.']",['RACHEL'],FRIENDS,True
I-I'm really sorry. It's just that I,ROSS,"[""Hi umm, listen come here, come in. I'm so-so sorry about yesterday.""]",['ROSS'],FRIENDS,False
"Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper.",JOEY,"['Yeah, I mean I was up sick all night.', 'Yeah me too, all night. Really?!', ""How come we didn't cross paths?""]","['RACHEL', 'JOEY', 'RACHEL']",FRIENDS,False
"I guess you'd know that, being one of the two of us, though, right?",RACHEL,"[""So. I just thought the two of us should hang out for a bit. I mean, you know, we've never really talked.""]",['RACHEL'],FRIENDS,True
Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!,PHOEBE,"[""Oh, that's uh, that's pretty nice but I'm gonna go with the one I picked first."", ""Oh my God Chandler, the one you picked is gone. It's over!"", 'What?']","['CHANDLER', 'PHOEBE', 'CHANDLER']",FRIENDS,False
"Almost! But first, we gotta start.",PERSON,"[""All right, I'm outta here!"", ""I'm kidding! I'm kidding!"", 'So were done then!']","['RACHEL', 'MONICA', 'RACHEL']",FRIENDS,True
You building a post office?,CHANDLER,"['Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step.']",['JOEY'],FRIENDS,True
Stick to the list.,ROSS,"['Ahh!', ""It wasn't on your list, but hopefully you'll think it's really fun."", 'A scooter!']","['RACHEL', 'PERSON', 'RACHEL']",FRIENDS,False
Uh yes! Thank you.,ROSS,"[""We're not gonna do that."", ""Well, if you like you can feel Rachel's and then feel mine to compare."", 'Am I interrupting?']","['RACHEL', 'PERSON1', 'PERSON2']",FRIENDS,True
And then for forgetting to invite you to it.,PHOEBE,"['Oh Monica, we are so sorry.', 'For what?', 'Well first, for forgetting to throw you a bridal shower.']","['RACHEL', 'MONICA', 'RACHEL']",FRIENDS,False
"So Ross, how umm, how did it go with Bonnie?",PHOEBE,"[""Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves."", 'Hot dog?', ""Four, please. I'm really nervous. Thank you.""]","['MONICA', 'ROSS', 'MONICA']",FRIENDS,False
What are you up too?,MONICA,"['Yeah! And also, a little like a French guy. I never noticed that before.']",['JOEY'],FRIENDS,False
Yes it is.,PERSON,"['Fire alarm? Oh! Hi, officer,fireman, can-can I help you?', ""We found your fire alarm in the trash chute. That's not mine.""]","['PHOEBE', 'PERSON']",FRIENDS,False
So how'd it go?,ROSS,"['Yeah. He could row like a viking.', 'Hi.']","['ROSS', 'MONICA']",FRIENDS,False
